2/3/2021 4:39:49 PM   Width, Thick, Diam. Units Code, then 20 Cal Factor Table
6.3500, 2.2860, 10.0000, 0,
315746.2813, 743.7709, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
Load, Disp, Stress, Time, Temp, Axial, Transverse, Chans 1-20
647.2213, 2.96333, 44.586, 0.00126,  0.00, 1.78317, 0.00000, -647.221313,  -1.783172, 
660.8549, 3.02643, 45.526, 0.00128,  0.00, 1.84170, 0.00000, -660.854858,  -1.841701, 
676.3057, 3.09724, 46.590, 0.00131,  0.00, 1.91378, 0.00000, -676.305664,  -1.913778, 
689.7125, 3.15907, 47.514, 0.00133,  0.00, 1.97597, 0.00000, -689.712524,  -1.975968, 
701.6793, 3.22226, 48.338, 0.00135,  0.00, 2.04424, 0.00000, -701.679321,  -2.044236, 
712.4009, 3.28481, 49.077, 0.00137,  0.00, 2.11392, 0.00000, -712.400879,  -2.113919, 
722.4437, 3.34791, 49.768, 0.00139,  0.00, 2.19035, 0.00000, -722.443665,  -2.190346, 
733.1287, 3.41824, 50.505, 0.00142,  0.00, 2.28339, 0.00000, -733.128662,  -2.283390, 
739.1431, 3.48293, 50.919, 0.00144,  0.00, 2.37181, 0.00000, -739.143127,  -2.371805, 
535.3185, 3.54771, 36.878, 0.00146,  0.00, 2.24097, 0.00000, -535.318542,  -2.240967, 
 13.2979, 3.70202,  0.082, 0.00150,  0.00, 1.74896, 0.00000,  13.297872,  -1.693765, 
