1635891490.63, 83
1635891493.633, 84
1635891494.653, 83
1635891496.64, 84
1635891498.655, 83
1635891499.635, 85
1635891500.643, 83
1635891501.664, 85
1635891502.628, 83
1635891503.656, 85
1635891504.639, 84
1635891505.653, 83
1635891506.658, 85
1635891507.629, 84
1635891510.658, 85
1635891515.639, 84
1635891519.64, 85
1635891520.652, 84
1635891522.644, 85
1635891523.66, 84
1635891527.626, 85
1635891528.635, 84
1635891530.64, 85
1635891531.634, 84
1635891537.64, 85
1635891538.653, 84
1635891542.646, 85
1635891543.66, 84
1635891544.655, 85
1635891547.644, 84
1635891548.635, 85
1635891550.668, 84
1635891552.659, 85
1635891555.649, 84
1635891556.67, 85
1635891559.625, 84
1635891560.642, 85
1635891562.669, 84
1635891563.64, 85
1635891564.636, 84
1635891566.648, 85
1635891568.645, 84
1635891569.622, 86
1635891570.66, 85
1635891575.637, 86
1635891576.643, 85
1635891577.635, 86
1635891578.643, 85
1635891579.644, 86
1635891580.622, 85
1635891581.671, 84
1635891582.684, 85
1635891583.652, 86
1635891586.644, 85
1635891587.633, 86
1635891590.628, 85
1635891591.646, 84
1635891592.657, 85
1635891596.648, 86
1635891598.651, 85
1635891600.647, 86
1635891601.663, 85
1635891602.652, 86
1635891603.661, 85
1635891606.652, 86
1635891607.658, 85
1635891616.641, 86
1635891617.668, 85
1635891620.672, 86
1635891622.661, 85
1635891625.638, 86
1635891630.653, 85
1635891631.659, 86
1635891636.663, 85
1635891637.644, 86
1635891644.631, 85
1635891645.641, 86
1635891653.654, 85
1635891654.667, 86
1635891661.666, 87
1635891662.663, 86
1635891664.653, 87
1635891667.66, 86
1635891669.651, 87
1635891673.647, 86
1635891674.624, 87
1635891676.651, 86
1635891677.656, 87
1635891678.638, 86
1635891679.668, 87
1635891681.631, 86
1635891682.622, 87
1635891683.634, 86
1635891684.653, 87
1635891686.639, 86
1635891687.637, 87
1635891706.641, 88
1635891710.642, 87
1635891712.645, 88
1635891713.635, 87
1635891714.628, 88
1635891717.657, 87
1635891721.652, 88
1635891723.64, 87
1635891724.625, 88
1635891741.638, 89
1635891742.625, 88
1635891743.641, 89
1635891744.622, 88
1635891745.657, 89
1635891748.629, 88
1635891750.628, 89
1635891761.651, 88
1635891762.627, 89
1635891788.644, 90
1635891789.659, 89
1635891790.627, 90
1635891791.632, 89
1635891792.653, 90
1635891793.638, 89
1635891794.633, 90
1635891806.654, 89
1635891807.643, 90
1635891808.667, 89
1635891809.633, 91
1635891812.648, 90
1635891818.631, 91
1635891819.635, 90
1635891821.65, 91
1635891826.633, 90
1635891827.643, 91
1635891828.638, 90
1635891831.642, 91
1635891832.629, 90
1635891833.653, 91
1635891835.653, 90
1635891836.632, 91
1635891853.675, 92
1635891854.644, 91
1635891870.639, 92
1635891872.665, 91
1635891873.651, 92
1635891874.646, 91
1635891882.642, 92
1635891886.666, 91
1635891887.627, 92
1635891888.625, 91
1635891889.633, 92
1635891890.621, 91
1635891892.642, 92
1635891893.648, 91
1635891896.641, 92
1635891923.634, 93
1635891924.633, 92
1635891925.633, 91
1635891926.645, 92
1635891927.644, 93
1635891928.634, 92
1635891930.631, 93
1635891931.661, 92
1635891933.632, 91
1635891934.652, 92
1635891937.66, 93
1635891939.656, 92
1635891940.644, 93
1635891952.651, 92
1635891953.648, 93
1635891959.627, 92
1635891960.634, 93
1635891963.649, 92
1635891964.629, 93
1635891975.617, 94
1635891976.65, 93
1635891991.654, 94
1635891992.648, 93
1635891993.649, 94
1635891994.629, 95
1635891995.639, 93
1635891997.655, 94
1635891999.637, 93
1635892003.643, 94
1635892005.635, 93
1635892006.648, 94
1635892007.655, 93
1635892012.648, 94
1635892013.631, 93
1635892014.623, 94
1635892015.638, 93
1635892016.64, 94
1635892017.632, 93
1635892018.627, 95
1635892019.627, 94
1635892020.634, 93
1635892021.637, 95
1635892022.642, 94
1635892024.642, 95
1635892025.651, 93
1635892026.65, 94
1635892030.631, 95
1635892031.643, 94
1635892032.651, 93
1635892033.632, 94
1635892035.626, 93
1635892036.665, 95
1635892037.638, 93
1635892038.622, 94
1635892039.639, 93
1635892041.652, 94
1635892042.643, 95
1635892043.646, 94
1635892045.642, 93
1635892046.628, 94
1635892047.63, 93
1635892048.662, 94
1635892049.629, 95
1635892050.65, 93
1635892051.627, 95
1635892052.641, 94
1635892053.642, 95
1635892057.644, 94
1635892060.651, 95
1635892090.649, 94
1635892091.649, 95
1635892095.641, 94
1635892096.644, 95
1635892097.636, 94
1635892098.656, 95
1635892101.657, 94
1635892102.642, 95
1635892109.627, 94
1635892112.653, 95
1635892113.639, 94
1635892114.635, 95
1635892118.621, 94
1635892120.651, 95
1635892123.667, 94
1635892125.628, 95
1635892126.644, 94
1635892128.631, 95
1635892129.643, 94
1635892130.633, 95
1635892134.659, 94
1635892135.64, 95
1635892136.646, 94
1635892137.661, 96
