1635799867.034, 67
1635799868.037, 68
1635799869.037, 67
1635799870.022, 68
1635799878.034, 67
1635799879.028, 68
1635799887.027, 67
1635799888.053, 68
1635799896.05, 67
1635799897.027, 68
1635799906.021, 69
1635799907.066, 68
1635799920.033, 69
1635799922.051, 68
1635799937.05, 67
1635799938.031, 68
1635799941.062, 69
1635799942.065, 68
1635799948.059, 69
1635799950.063, 68
1635799957.037, 69
1635799958.067, 68
1635799959.042, 69
1635799960.042, 68
1635799961.031, 69
1635799963.047, 68
1635799964.066, 69
1635799965.04, 68
1635799966.062, 70
1635799967.038, 69
1635799969.078, 68
1635799971.034, 69
1635799972.037, 68
1635799973.039, 69
1635799979.049, 68
1635799980.047, 69
1635799988.057, 68
1635799990.038, 69
1635800011.028, 70
1635800012.057, 69
1635800026.044, 70
1635800027.066, 69
1635800038.079, 70
1635800039.052, 69
1635800040.043, 70
1635800041.032, 69
1635800044.086, 70
1635800048.064, 69
1635800049.045, 70
1635800051.041, 69
1635800053.024, 70
1635800055.022, 69
1635800056.032, 70
1635800065.032, 69
1635800066.05, 70
1635800078.049, 69
1635800079.036, 70
1635800092.024, 69
1635800093.037, 70
1635800099.064, 69
1635800100.055, 70
1635800146.056, 72
1635800147.056, 70
1635800151.039, 72
1635800152.065, 70
1635800154.042, 71
1635800156.037, 70
1635800175.053, 71
1635800177.022, 70
1635800181.331, 71
1635800186.082, 72
1635800187.032, 71
1635800190.02, 70
1635800191.041, 71
1635800192.022, 72
1635800193.038, 71
1635800197.034, 70
1635800198.025, 71
1635800201.046, 72
1635800202.024, 71
1635800205.029, 72
1635800210.028, 71
1635800211.052, 72
1635800216.051, 71
1635800218.039, 72
1635800219.032, 71
1635800221.249, 74
1635800222.076, 72
1635800256.041, 73
1635800257.042, 72
1635800266.026, 73
1635800267.025, 72
1635800291.021, 73
1635800292.044, 72
1635800306.029, 73
1635800307.025, 72
1635800308.044, 73
1635800311.047, 72
1635800312.07, 73
1635800314.034, 72
1635800315.053, 73
1635800316.03, 72
1635800317.04, 73
1635800321.036, 72
1635800322.048, 73
1635800326.043, 75
1635800327.022, 73
1635800343.024, 72
1635800344.032, 73
1635800354.022, 74
1635800355.036, 73
1635800357.045, 74
1635800359.029, 73
1635800360.043, 74
1635800361.041, 75
1635800362.033, 73
1635800363.047, 74
1635800368.03, 73
1635800369.023, 74
1635800378.04, 73
1635800379.024, 74
1635800386.044, 75
1635800388.024, 74
1635800390.047, 75
1635800391.029, 74
1635800394.042, 75
1635800395.029, 74
1635800396.049, 75
1635800402.038, 74
1635800404.031, 75
1635800446.032, 76
1635800447.027, 75
1635800466.023, 76
1635800467.022, 75
1635800489.052, 76
1635800490.066, 75
1635800500.033, 76
1635800502.072, 75
1635800505.038, 76
1635800507.032, 75
1635800512.028, 76
1635800514.032, 75
1635800516.043, 76
1635800520.033, 75
1635800521.066, 76
1635800523.048, 77
1635800525.026, 76
1635800533.044, 77
1635800534.024, 76
1635800536.034, 77
1635800537.056, 76
1635800538.023, 77
1635800539.059, 76
1635800566.048, 77
1635800567.058, 76
1635800571.033, 77
1635800572.019, 76
1635800583.056, 77
1635800586.038, 76
1635800587.053, 77
1635800588.051, 76
1635800589.034, 77
1635800601.031, 76
1635800602.028, 77
