1635870073.529, 83
1635870074.519, 84
1635870075.524, 83
1635870077.531, 84
1635870078.516, 83
1635870079.526, 84
1635870080.517, 83
1635870083.508, 84
1635870084.551, 85
1635870085.55, 84
1635870086.534, 85
1635870087.51, 83
1635870088.522, 84
1635870090.521, 85
1635870094.537, 84
1635870096.526, 85
1635870098.52, 84
1635870104.519, 85
1635870106.526, 84
1635870107.533, 85
1635870108.521, 84
1635870116.526, 85
1635870117.551, 84
1635870119.546, 85
1635870120.547, 84
1635870125.543, 85
1635870126.516, 84
1635870127.533, 85
1635870128.564, 84
1635870132.548, 85
1635870134.547, 84
1635870135.548, 85
1635870136.533, 84
1635870138.526, 85
1635870139.525, 84
1635870141.55, 85
1635870144.533, 84
1635870147.528, 85
1635870148.524, 84
1635870149.518, 85
1635870152.518, 84
1635870154.561, 85
1635870158.547, 86
1635870159.525, 85
1635870160.53, 86
1635870161.539, 85
1635870162.556, 86
1635870163.552, 85
1635870164.522, 86
1635870166.552, 84
1635870167.542, 86
1635870168.533, 84
1635870169.534, 86
1635870170.533, 85
1635870175.536, 84
1635870176.552, 85
1635870177.539, 86
1635870178.543, 85
1635870179.538, 86
1635870181.549, 85
1635870184.566, 86
1635870185.557, 85
1635870190.539, 86
1635870194.533, 85
1635870202.529, 86
1635870203.53, 85
1635870204.547, 86
1635870206.529, 85
1635870208.546, 86
1635870212.569, 85
1635870214.524, 86
1635870220.554, 85
1635870222.564, 86
1635870223.565, 85
1635870224.533, 86
1635870225.538, 85
1635870227.538, 86
1635870231.548, 87
1635870233.555, 86
1635870234.538, 87
1635870235.552, 86
1635870239.539, 87
1635870241.545, 86
1635870242.54, 87
1635870243.54, 86
1635870251.559, 87
1635870252.543, 86
1635870253.548, 87
1635870256.545, 86
1635870257.526, 87
1635870265.553, 88
1635870266.525, 87
1635870268.563, 86
1635870269.545, 87
1635870280.528, 88
1635870281.538, 87
1635870286.555, 88
1635870288.581, 87
1635870294.571, 88
1635870295.542, 87
1635870296.552, 88
1635870299.538, 87
1635870301.531, 88
1635870304.537, 87
1635870305.539, 88
1635870306.546, 87
1635870308.553, 88
1635870310.56, 89
1635870311.535, 88
1635870314.551, 87
1635870315.546, 88
1635870318.537, 89
1635870320.552, 88
1635870325.545, 87
1635870326.547, 89
1635870328.573, 88
1635870329.579, 89
1635870330.621, 88
1635870332.559, 89
1635870333.551, 88
1635870334.551, 89
1635870337.54, 88
1635870338.587, 89
1635870354.571, 90
1635870355.57, 89
1635870366.577, 90
1635870367.556, 89
1635870369.561, 90
1635870370.562, 89
1635870371.542, 90
1635870374.569, 89
1635870376.555, 90
1635870377.592, 89
1635870378.6, 90
1635870384.614, 89
1635870385.559, 90
1635870389.553, 89
1635870391.563, 90
1635870394.55, 91
1635870395.568, 90
1635870400.547, 91
1635870401.551, 90
1635870402.559, 91
1635870403.559, 90
1635870406.553, 91
1635870407.56, 90
1635870410.562, 91
1635870411.553, 90
1635870412.57, 91
1635870427.554, 90
1635870428.543, 91
1635870432.565, 90
1635870433.588, 91
1635870438.584, 90
1635870439.559, 91
1635870451.573, 90
1635870452.577, 91
1635870455.571, 92
1635870457.58, 91
1635870465.567, 92
1635870466.598, 91
1635870467.575, 92
1635870469.579, 91
1635870471.552, 92
1635870479.555, 91
1635870480.578, 92
1635870482.582, 91
1635870487.584, 92
1635870490.576, 93
1635870491.555, 92
1635870494.566, 93
1635870495.592, 92
1635870496.581, 93
1635870498.584, 92
1635870504.581, 93
1635870505.592, 92
1635870506.578, 93
1635870508.601, 92
1635870509.569, 93
1635870510.614, 92
1635870512.561, 93
1635870513.56, 92
1635870514.564, 93
1635870515.574, 92
1635870517.549, 93
1635870519.563, 92
1635870520.574, 93
1635870522.577, 92
1635870523.548, 93
1635870533.568, 92
1635870534.579, 93
1635870535.567, 92
1635870536.558, 93
1635870561.53, 94
1635870562.542, 93
1635870565.531, 94
1635870566.547, 93
1635870567.55, 94
1635870568.536, 93
1635870575.533, 94
1635870576.553, 93
1635870577.545, 94
1635870579.533, 95
1635870580.542, 94
1635870582.549, 93
1635870586.514, 94
1635870587.526, 93
1635870589.521, 94
1635870590.528, 93
1635870592.531, 95
1635870593.529, 94
1635870594.52, 93
1635870595.512, 94
1635870597.526, 92
1635870598.52, 94
1635870602.521, 93
1635870603.52, 94
1635870605.516, 95
1635870606.525, 94
1635870609.546, 93
1635870610.527, 94
1635870614.517, 95
1635870616.535, 94
1635870617.536, 93
1635870618.536, 94
1635870620.532, 95
1635870622.521, 93
1635870623.505, 95
1635870624.55, 93
1635870625.529, 94
1635870628.536, 95
1635870629.554, 93
1635870630.556, 95
1635870632.503, 93
1635870633.523, 95
1635870634.535, 94
1635870635.506, 95
1635870641.52, 94
1635870642.515, 95
1635870645.527, 94
1635870646.528, 93
1635870647.519, 95
1635870649.504, 94
1635870652.528, 95
1635870653.566, 94
1635870654.516, 95
1635870657.495, 94
1635870658.541, 95
1635870670.531, 94
1635870671.509, 95
1635870672.53, 94
1635870673.509, 95
1635870679.512, 94
1635870681.511, 95
1635870682.497, 94
1635870685.502, 95
1635870686.501, 94
1635870688.493, 95
1635870689.538, 94
1635870690.528, 95
1635870692.522, 94
1635870693.509, 95
1635870694.494, 94
1635870696.521, 95
1635870698.509, 94
1635870699.494, 95
1635870701.494, 94
1635870702.513, 95
1635870703.511, 96
